	20	21	22	23	24	25
Blendersperm6b_S177_L007_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	83668	276427	540387	357120	4212882	264611
Bulk-25_S28_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	7830	35395	47078	41840	347574	22260
seedling4_S3_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	9922	30468	39061	28096	224914	16396
Ovarynoegg2_S5_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	8047	27845	40016	40230	485681	32620
BlenderSperm2_S8_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	40011	169137	313449	206289	3435608	196309
eggcell2_combined.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	22627	57127	76077	45639	380836	36559
ovary-no-egg-1b_S32_L002_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	3939	15940	23931	23517	355488	25241
SRR5713891.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	23959	51165	57163	50133	254771	13279
BlenderVegetativeCell2_S6_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	23970	74709	117265	50254	394728	25734
eggcell3_combined.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	22066	45260	94887	48481	370353	44321
egg-9b_S26_L002_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	4703	20863	22938	14586	134003	11344
BlenderSperm4a_S173_L007_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	52939	208353	403452	251501	3109537	162188
Protoplast-18_S29_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	7905	18511	19282	17500	219603	16460
sperm-5c_S29_L002_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	38988	186335	408157	280675	4868575	341819
egg-9c_S27_L002_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	6339	14288	27691	13267	183423	16396
eggcell4_combined.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	20940	72216	85926	51012	459237	52117
BlenderVegetativeCell1_S4_L004_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	36284	112981	173283	72619	544076	32903
egg-9a_S25_L002_R1_001.fastq.gz.trimmed.fastq.gz.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	5792	8530	11907	10670	99554	11254
